Net Range,Organization Name,Machines Responding
183.99.146.0 - 183.99.146.255 (/24),KT,1
192.71.58.0 - 192.71.58.255,Mainloop AB,1
45.15.4.0 - 45.15.7.255,Serverforce ApS,1
182.128.0.0 - 182.143.255.255,China Telecom,1
149.102.0.0 - 149.102.255.255,"PSINet, Inc.",1
54.218.0.0 - 54.218.255.255,"Amazon.com, Inc.",1
165.1.64.0 - 165.1.127.255,Oracle Corporation,1
92.123.180.0 - 92.123.183.255,Akamai Technologies,1
216.198.203.0 - 216.198.203.127,"Advanced Online Solutions, Inc.",2
88.208.240.0 - 88.208.243.255,Fasthosts Internet Limited,1
91.244.227.0 - 91.244.227.255,Karel Iletisim Hizmetleri A.S.,1
179.188.0.0/16,Locaweb Servi�os de Internet S/A,2
45.42.247.0 - 45.42.247.255,Floofy Hosting LLC,1
195.171.44.0 - 195.171.61.255,BTnet,1
2.20.144.0 - 2.20.159.255,Akamai Technologies,2
31.52.0.0 - 31.53.255.255,BT Public Internet Service,1
92.122.248.0 - 92.122.251.255,Akamai Technologies,1
51.195.234.0 - 51.195.234.255,OVH Ltd,1
45.40.96.0 - 45.40.99.255,IPXO LLC,1
179.125.128.0/17,Desktop Sigmanet Comunica��o Multim�dia SA,3
200.10.235.0/24,"GIGAPOP, C.A.",1
62.109.28.0 - 62.109.31.255,JSC IOT,1
46.8.220.0 - 46.8.221.255,Contel OOO,1
183.181.84.0 - 183.181.84.255,XSERVER Inc.,2
84.200.0.0 - 84.201.63.255,firstcolo GmbH,1
212.229.80.0 - 212.229.83.255,Vodafone,1
195.191.70.0 - 195.191.71.255,Wirefast Limited,1
68.185.144.0 - 68.185.159.255,Charter Communications,1
122.152.192.0 - 122.152.255.255,Shenzhen Tencent Computer Systems Company Limited,1
178.32.136.0 - 178.32.143.255,OVH Srl,1
183.180.187.0 - 183.180.187.255,ARTERIA Networks Corporation,1
82.218.0.0 - 82.218.255.255,kabelplus GmbH,1
185.63.188.0 - 185.63.191.255,"JSC ""Server""",1
159.127.44.0 - 159.127.255.255,Epsilon Data Management LLC,1
77.39.208.0 - 77.39.215.255,Server Plan S.r.l.,1
97.85.128.0 - 97.85.191.255,Charter Communications,2
173.237.68.0 - 173.237.71.255,"Servers.com, Inc.",1
212.1.211.0 - 212.1.211.255,HOSTINGER US,1
109.71.181.0 - 109.71.181.255,Smart Telecom Limited,1
202.11.169.0-202.11.175.255,Tokyo Woman's Christian University,1
103.188.120.0 - 103.188.121.255,"Yilan County , Taiwan (R.O.C.)",1
154.195.226.0 - 154.195.226.255,Waterloo Network Company Limited,1
31.47.240.0 - 31.47.255.255,dogado GmbH,1
118.47.10.0 - 118.47.10.255 (/24),KT,1
154.216.114.0 - 154.216.114.255,"Digital Core Technology Co., Ltd",1
198.145.0.0 - 198.145.31.255,Digital Fortress,1
192.64.80.0 - 192.64.87.255,"Interserver, Inc",1
46.4.60.0 - 46.4.60.63,Hetzner Online GmbH,1
141.98.210.0 - 141.98.210.255,Deployish Limited,1
177.148.0.0/14,TIM S/A,1
101.80.0.0 - 101.95.255.255,Beijing 100032,5
209.192.240.0 - 209.192.243.255,"Servers.com, Inc.",1
170.254.0.0 - 170.254.255.255,Latin American and Caribbean IP address Regional Registry,1
89.217.160.0 - 89.217.191.255,sunrise / TDC Switzerland AG,1
193.163.85.0 - 193.163.86.255,Securebit AG,1
94.176.232.0 - 94.176.239.255,"UAB ""Interneto vizija""",1
46.140.0.0 - 46.140.255.255,Sunrise GmbH,1
51.210.216.0 - 51.210.216.255,OVH SAS,1
123.51.1.0 - 123.51.127.255,Telcoinabox Operations Pty Ltd,1
84.97.0.0 - 84.103.231.255,LDCOM-NET,3
128.0.0.0 - 128.0.255.255,RIPE Network Coordination Centre,2
213.47.90.0 - 213.47.137.255,Magenta Telekom,1
162.23.0.0 - 162.23.255.255,RIPE Network Coordination Centre,3
141.5.0.0 - 141.5.255.255,44227 Dortmund,1
223.32.0.0 - 223.63.255.255,SK Telecom,1
45.127.197.0 - 45.127.197.255,Ishan Netsol Pvt Ltd,1
95.107.167.0 - 95.107.167.255,FRAMED ROUTE FOR CUSTOMERS /30 PREFIX,1
80.221.0.0 - 80.221.255.255,Telia Finland Oyj,1
217.131.10.192 - 217.131.10.223,Superonline Iletisim Hizmetleri A.S.,1
181.92.82.0/23,Apolo -Gold-Telecom-Per,1
82.101.224.0 - 82.101.239.255,VODAFONE_ZIGGO,1
185.118.132.0 - 185.118.133.255,YHSRV,1
210.116.64.0 - 210.116.127.255 (/18),Inet Hosting Inc,1
37.120.160.0 - 37.120.191.255,netcup GmbH,2
118.60.40.0 - 118.60.40.255 (/24),KT,1
196.201.214.0 - 196.201.214.255,Safaricom Limited,1
188.0.160.0 - 188.0.191.255,CJSC Vainah Telecom,1
59.16.94.128 - 59.16.94.255 (/25),Korea Telecom,1
27.126.0.0 - 27.126.63.255,CMB,1
195.178.102.0 - 195.178.103.255,BTS TELECOM & Hosting SRL,1
103.195.116.0 - 103.195.119.255,PROFIT MAKING TRADING LIMITED,2
23.49.192.0 - 23.49.207.255,"Akamai International, BV",4
115.24.0.0 - 115.27.255.255,CERNET,1
185.129.100.0 - 185.129.103.255,DDOS-GUARD LTD,1
203.55.107.0 - 203.55.107.255,Transferred to the RIPE region on 2019-10-31T10:04:55Z.,3
209.234.224.0 - 209.234.239.255,"Markit On Demand, Inc.",1
172.122.0.0 - 172.123.255.255,Asia Pacific Network Information Centre,3
64.98.0.0 - 64.99.255.255,Tucows.com Co.,1
66.76.0.0 - 66.76.255.255,Suddenlink Communications,2
37.1.216.0 - 37.1.223.255,IROKO Networks Corporation,1
62.225.192.0 - 62.227.255.254,Deutsche Telekom AG,1
113.214.0.0 - 113.214.255.255,Huashu media&Network Limited,1
211.86.0.0 - 211.87.255.255,Nanjing Regional Network,1
173.82.43.216 - 173.82.51.71,MULTACOM CORPORATION,1
103.89.137.0 - 103.89.137.255,HK RUN MEI NETWORK LIMITED,1
192.147.19.0 - 192.147.20.255,"EPS US, LLC",1
171.100.0.0 - 171.100.127.255,True Broadband by True Online,1
204.8.0.0 - 204.8.3.255,SOGETEL INC,1
66.135.32.0 - 66.135.63.255,Cogeco Peer 1 (USA) Inc.,1
195.141.163.0 - 195.141.164.255,sunrise / TDC Switzerland AG,1
148.113.0.0 - 148.113.255.255,"OVH Hosting, Inc.",2
104.103.160.0 - 104.103.175.255,"Akamai International, BV",3
107.158.25.0 - 107.158.25.255,Wu Han Hua Yang Wang Ke Ji You Xian Gong Si,1
103.166.230.0 - 103.166.231.255,M/S. NET ZONE,1
139.28.217.0 - 139.28.217.255,M247 Europe,1
217.182.33.136 - 217.182.33.143,Hootele Emmanuel,1
186.249.160.0/20,CLARO S.A.,1
24.116.0.0 - 24.117.255.255,"CABLE ONE, INC.",1
45.231.216.0/22,COOPERATIVA ELECTRICA JOVITA LIMITADA,1
97.95.96.0 - 97.95.127.255,Charter Communications,5
67.218.128.0 - 67.218.159.255,Cluster Logic Inc,1
185.23.68.0 - 185.23.71.255,"AXARNET COMUNICACIONES, S.L.",1
94.217.0.0 - 94.218.255.255,VF-Network-2,1
173.201.32.0 - 173.201.47.255,velia.net Internetdienste GmbH,1
213.136.11.64 - 213.136.11.95,BIT B.V.,1
173.82.184.0 - 173.82.205.255,MULTACOM CORPORATION,1
81.173.48.0 - 81.173.79.255,POCOS B.V.,1
122.227.239.148 - 122.227.239.151,country:        CN,1
200.14.128.0/18,Corporacion Banco de Chile,3
213.100.168.0 - 213.100.175.255,TELE2 / SWIPNET,1
222.219.0.0 - 222.221.255.255,Beijing 100088,1
78.179.0.0 - 78.179.255.255,TurkTelecom,1
199.15.180.0 - 199.15.183.255,Sangoma US Inc.,1
27.232.0.0 - 27.239.255.255,Korea Telecom,2
95.101.112.0 - 95.101.115.255,Akamai Technologies,1
193.187.73.0 - 193.187.73.255,"LLC ""Resource-Media""",1
49.212.17.0 - 49.212.17.255,SAKURA Internet Inc.,1
110.76.128.128 - 110.76.128.255,KS Network Limited,1
144.130.0.0 - 144.140.255.255,Asia Pacific Network Information Centre,2
91.241.192.0 - 91.241.255.255,LLC IP SERVICE,1
154.206.232.0 - 154.206.232.255,"HK Qianlong Technology Co., Limited",1
103.250.212.0 - 103.250.212.255,Dreamscape Networks PTY LTD,1
194.105.12.0 - 194.105.15.255,Virtono Networks SRL,1
137.175.0.0 - 137.175.127.255,PEG TECH INC,3
80.81.240.0 - 80.81.241.255,SPEEDBONE GmbH,1
31.148.221.0 - 31.148.221.255,PowerNet Ltd.,1
87.254.29.0 - 87.254.29.255,CYBERHIVE LTD,1
45.89.100.0 - 45.89.101.255,DediPath,1
182.161.128.0 - 182.161.255.255,Ulsan Jung-Ang Broadcasting Network,1
87.253.152.128 - 87.253.152.255,"Amsterdam, The Netherlands",1
102.36.216.0 - 102.36.216.255,SimbaNET(U) p2p-Main POP,1
216.245.192.0 - 216.245.223.255,"Limestone Networks, Inc.",2
203.146.102.0 - 203.146.102.255,contact,1
37.202.0.0 - 37.202.1.255,Mittwald CM Service GmbH und Co. KG,1
121.204.128.0 - 121.204.159.255,Fujian Province,1
107.151.216.64 - 107.151.216.71,muzhong,2
198.144.0.0 - 198.144.15.255,"Consolidated Communications, Inc.",1
103.113.94.0 - 103.113.94.255,"Ningbo Nanbian Tuoluo Xinxi Jishu Co., Ltd",1
115.69.232.0 - 115.69.235.255,"Akamai International, BV",1
91.193.155.0 - 91.193.155.255,RADIOCABLE INGENIEROS S.L.,1
185.73.220.0 - 185.73.220.255,Hosting purposes,1
185.86.244.0 - 185.86.247.255,NESS VERI ILETISIM TEKNOLOJILERI SAN. VE TIC A.S.,1
170.130.118.0 - 170.130.119.255,Flight 99,1
91.201.252.0 - 91.201.255.255,IT Ltd.,1
107.174.93.0 - 107.174.93.255,RackNerd LLC,1
92.119.12.0 - 92.119.15.255,"MB ""Teorita""",1
195.177.104.0 - 195.177.107.255,Ariadna-Link CJSC,1
211.34.208.0 - 211.34.208.255 (/24),KT,1
41.87.64.0 - 41.87.95.255,Phase3 Telecom Limited,1
90.176.243.0 - 90.176.243.255,CZ.CZNET,1
157.96.84.0 - 157.96.87.255,Granite Telecommunications LLC,1
49.205.192.0 - 49.205.207.255,Beam Telecom Pvt Ltd,1
200.150.0.0/19,AMERICAN TOWER DO BRASIL-COMUNICA��O MULTIM�DIA LT,1
188.25.64.0 - 188.25.71.255,RDSNET,1
119.200.223.0 - 119.200.223.127 (/25),Korea Telecom,1
45.76.180.0 - 45.76.181.255,"Vultr Holdings, LLC",1
208.123.210.0 - 208.123.219.255,Wolfpaw Data Centres Inc,1
152.77.0.0 - 152.78.255.255,RIPE Network Coordination Centre,1
87.233.231.160 - 87.233.231.191,True,1
23.95.44.128 - 23.95.44.135,RackNerd LLC,1
188.6.168.0 - 188.6.199.255,htc,1
86.7.1.0 - 86.7.1.255,WARRINGTON,1
207.107.0.0 - 207.107.255.255,Rogers Communications Canada Inc.,1
72.32.0.0 - 72.32.255.255,Rackspace Hosting,4
190.6.170.0/24,DEPARTAMENTO DEL VALLE DEL CAUCA,1
149.129.0.0 - 149.129.255.255,Asia Pacific Network Information Centre,1
103.38.80.0 - 103.38.83.255,HK JIUJIUIDC TECHNOLOGY LIMITED,1
103.175.166.0 - 103.175.167.255,"Taichung City 408, Taiwan (R.O.C.)",1
89.185.254.128 - 89.185.254.159,Rosti.cz s.r.o.,1
14.98.64.0 - 14.98.95.255,TTSL-ISP DIVISION,1
63.141.128.0 - 63.141.159.255,Bigcommerce Inc.,1
2.56.91.0 - 2.56.91.255,IHC-HK-NET,1
123.193.0.0 - 123.193.63.255,Taipei Taiwan,1
45.84.84.0 - 45.84.87.255,LANKEY INFORMATION TECHNOLOGIES LLC,1
149.19.110.0 - 149.19.110.255,"CRONUS COMMUNICATIONS, L.L.C.",1
103.184.122.0 - 103.184.123.255,Bandung - Jawa Barat,1
45.117.52.0 - 45.117.55.255,Transferred to the ARIN region on 2021-03-31T09:08:25Z.,1
104.238.158.0 - 104.238.159.255,"Vultr Holdings, LLC",1
80.15.58.0 - 80.15.58.255,France Telecom Orange,1
185.204.95.0 - 185.204.95.255,Micron Hosting,1
46.142.64.0 - 46.142.191.255,1&1 Versatel Deutschland GmbH,1
212.50.92.0 - 212.50.95.255,Telnet Ltd. internal GO,1
62.84.112.0 - 62.84.127.255,Yandex.Cloud LLC,1
89.107.96.0 - 89.107.99.255,BTCOM Network Device,1
78.128.8.0 - 78.128.8.255,Telepoint Ltd,1
91.237.124.0 - 91.237.124.255,HOSTGNOME LTD,1
58.96.64.0 - 58.96.95.255,Exetel Pty Ltd,1
173.232.74.0 - 173.232.74.127,GetVM LLC.,1
88.216.148.0 - 88.216.148.255,UAB Nacionalinis Telekomunikaciju Tinklas,1
92.38.170.0 - 92.38.170.255,GCL-92-38-170,1
80.240.24.0 - 80.240.25.255,Vultr Holdings LLC Frankfurt,1
89.96.199.32 - 89.96.199.35,Fastweb Networks block,1
5.180.254.64 - 5.180.254.127,Rene Roeth trading as ROETH & BECK GbR,1
80.242.16.0 - 80.242.31.255,Advania Finland Oy,1
169.239.0.0 - 169.239.255.255,African Network Information Center,3
107.155.49.0 - 107.155.49.255,ZENLA-1,1
198.211.35.88 - 198.211.37.87,MULTACOM CORPORATION,1
213.124.47.64 - 213.124.47.71,VODAFONE_ZIGGO,1
217.182.21.44 - 217.182.21.47,Olbrechts Antoine,1
212.152.208.0 - 212.152.223.255,"1210 Vienna, AT",1
45.183.228.0/22,Goldfibra Telecomunica�oes ltda.,1
86.32.0.0 - 86.33.255.255,Telemach Hrvatska d.o.o.,1
154.16.184.0 - 154.16.191.255,Digital Energy Technologies,2
103.18.182.0 - 103.18.183.255,Mega Target Communication Limited,1
192.111.128.0 - 192.111.143.255,Performive LLC,1
85.93.52.0 - 85.93.52.255,"JSC RosTelecom, Kirov branch",1
176.108.232.0 - 176.108.239.255,Yaremenko O.V.,1
190.153.128.0/17,Manquehuenet,1
209.217.0.0 - 209.217.63.255,Catalog.com,1
196.199.0.0 - 196.199.63.255,Route,1
76.166.0.0 - 76.167.255.255,Charter Communications Inc,1
59.16.106.0 - 59.16.106.255 (/24),KT,1
46.21.144.0 - 46.21.159.255,Hivelocity Inc,1
185.194.178.0 - 185.194.179.255,Rackmarkt SL,1
192.145.69.0 - 192.145.69.255,RCN-THAI-192-145-69-24,1
211.221.34.0 - 211.221.34.255 (/24),Korea Telecom,1
184.72.96.0 - 184.72.127.255,Amazon Data Services NoVa,1
77.68.88.0 - 77.68.95.255,Fasthosts Internet Limited,2
45.76.136.0 - 45.76.137.255,"Vultr Holdings, LLC",1
154.203.225.0 - 154.203.225.255,INTERCONTINENTAL INTERNET DATA CORP,1
135.84.64.0 - 135.84.79.255,ULTIMATE SOFTWARE GROUP,1
23.111.192.0 - 23.111.223.255,RIPE Network Coordination Centre,1
95.140.158.0 - 95.140.159.255,Route object for Mamaev,1
80.44.0.0 - 80.44.7.255,TalkTalk Communications Limited,1
104.161.8.0 - 104.161.127.255,Input Output Flood LLC,1
70.39.64.0 - 70.39.127.255,Sharktech,4
69.84.176.0 - 69.84.191.255,LexisNexis Risk Data Management Inc.,1
210.154.192.0/18,Open Computer Network,6
31.131.16.0 - 31.131.31.255,PE Skurykhin Mukola Volodumurovuch,1
92.222.180.0 - 92.222.180.255,OVH,1
89.207.22.0 - 89.207.23.255,ValueClick Europe,1
211.42.64.0 - 211.42.127.255 (/18),DACOM-PUBNETPLUS,1
144.48.224.0 - 144.48.227.255,Route for 144.48.224.0/24,1
68.118.20.0 - 68.118.23.255,Charter Communications,1
189.85.36.0/22,"KIUBIX, SA de CV",1
212.80.216.0 - 212.80.219.255,Serverio technologijos MB,1
103.21.54.0 - 103.21.55.255,Khetan3,1
212.53.144.0 - 212.53.145.255,Artfiles New Media GmbH,1
23.82.100.0 - 23.82.103.255,"Leaseweb USA, Inc.",3
222.229.245.0 - 222.229.245.255,"GMO Internet,Inc.",1
62.245.250.0 - 62.245.250.255,DE-MNET-20001003,1
103.251.52.0 - 103.251.55.255,ONEOTT iNTERTAINMENT LIMITED,1
189.2.28.176/28,Salvi Casagrande Medi��o e Automatiza��o Ltda,1
85.195.94.80 - 85.195.94.87,Hundertserver GmbH,1
96.81.192.0 - 96.81.255.255,"Comcast Cable Communications, LLC",1
141.94.204.0 - 141.94.207.255,OVH SAS,1
185.248.144.0 - 185.248.144.127,STARK INDUSTRIES SOLUTIONS LTD.,1
45.11.236.0 - 45.11.237.255,bway-ypp-greatbritan,1
24.196.152.0 - 24.196.159.255,Charter Communications,1
45.76.0.0 - 45.76.1.255,"Vultr Holdings, LLC",1
67.130.67.232 - 67.130.67.239,SUNWEST EDUCATIONAL CU,1
160.119.64.0 - 160.119.79.255,HostUS Solutions LLC,1
202.190.0.0 - 202.190.255.255,TT DOTCOM SDN BHD,1
43.239.164.0 - 43.239.167.255,HANFU TRADING LIMITED,1
79.174.236.131 - 79.174.236.131,Business Internet,1
45.204.108.0 - 45.204.108.255,INTERCONTINENTAL INTERNET DATA CORP,1
5.45.64.0 - 5.45.71.255,IROKO Networks Corporation,1
65.20.128.0 - 65.20.255.255,RIPE Network Coordination Centre,4
2.20.24.0 - 2.20.27.255,Akamai Technologies,1
78.108.218.0 - 78.108.218.255,Sparked Host LLC,1
154.201.241.0 - 154.201.241.255,"Digital Core Technology Co., Ltd",1
216.230.224.0 - 216.230.239.255,The Optimal Link Corporation,1
59.124.31.0 - 59.124.31.255,Taipei Taiwan,1
185.157.91.64 - 185.157.91.79,Pixoyo Limited,1
217.24.207.120 - 217.24.207.127,DE-TELEDATA-20011009,1
95.169.198.0 - 95.169.198.255,FiberBG,1
93.115.140.0 - 93.115.143.255,JSC MOLDTELECOM SA,1
50.48.0.0 - 50.51.255.255,"Frontier Communications of America, Inc.",2
192.200.160.0 - 192.200.191.255,Bigcommerce Inc.,3
110.52.0.0 - 110.53.255.255,China Unicom CHINA169 Hunan Province Network,2
183.82.240.1 - 183.82.247.254,Beam Telecom Pvt Ltd,1
90.84.176.0 - 90.84.183.255,OBS OCB HONEY,1
185.32.189.0 - 185.32.189.255,"Sampling Line, Lda - PTServidor",1
194.117.254.0 - 194.117.254.255,194.117.254.0/23 via AS199753,1
31.172.77.0 - 31.172.77.255,----------------------------------------------------------,1
180.151.0.0 - 180.151.255.255,Shyam Spectra Pvt Ltd,1
103.198.203.0 - 103.198.203.255,Kaopu Cloud HK Limited,1
211.58.145.0 - 211.58.145.255 (/24),SK Broadband Co Ltd,1
133.130.69.0/24,"GMO Internet Group, Inc.",1
23.106.184.0 - 23.106.191.255,"Leaseweb USA, Inc.",2
87.127.213.0 - 87.127.213.255,ENTANET International Ltd,1
188.114.240.54 - 188.114.240.54,MissDomain Group AB,1
45.152.252.0 - 45.152.255.255,Blowfish Technology Ltd.,1
64.184.16.0 - 64.184.19.255,MONON TELEPHONE COMPANY INC,1
85.208.116.0 - 85.208.117.255,ENZU Inc.,1
103.45.120.0 - 103.45.123.255,Nanshan District Shenzhen city of Guangdong Province,1
192.108.114.0 - 192.108.121.255,RIPE Network Coordination Centre,1
43.249.172.0 - 43.249.175.255,"Guangzhou Fire Billion Network Technology Co., Ltd.",1
192.225.156.0 - 192.225.159.255,ThreatMetrix Inc.,2
112.88.0.0 - 112.95.255.255,China Unicom CHINA169 Guangdong Network,1
185.80.52.0 - 185.80.53.255,HZ-HOSTING-LTD,1
66.97.96.0 - 66.97.111.255,Bug Tussel Wireless,1
164.57.192.0 - 164.57.223.255,Refinitiv US LLC,1
45.148.37.0 - 45.148.39.255,IPtelcom,1
199.198.220.0 - 199.198.254.255,CIBC World Markets,1
79.103.240.0 - 79.103.247.255,FORTHnet SA address block,1
148.153.0.0 - 148.153.255.255,"CDS Global Cloud Co., Ltd",1
211.34.44.0 - 211.34.44.127 (/25),KT,1
178.20.210.0 - 178.20.210.255,HK KWAIFONG GROUP LIMITED,1
71.8.160.0 - 71.8.191.255,Charter Communications,1
186.84.0.0/14,Telmex Colombia S.A.,1
185.141.141.0 - 185.141.141.255,HOSTING-SERVICES,1
83.166.188.0 - 83.166.188.255,Node4 DSL Network,1
223.197.128.0 - 223.197.191.255,PCCW IMS Ltd (PCCW Business Internet Access),1
216.55.144.0 - 216.55.159.255,Internet Names For Business Inc.,1
83.40.0.0 - 83.43.255.255,RIMA (Red IP Multi Acceso),1
79.174.238.65 - 79.174.238.65,Business Internet,1
78.55.0.0 - 78.55.255.255,Telefonica Germany GmbH & Co. OHG,1
210.156.186.0/24,Amixcom Inc.,1
91.240.132.0 - 91.240.135.255,Milichsoft Rafal Miliszewski,1
206.187.0.0 - 206.187.255.255,"Data Research Associates, Inc.",1
101.99.64.0 - 101.99.95.255,Shinjiru Technology Sdn Bhd,1
47.22.0.0 - 47.22.127.255,Static IP Services,1
71.88.32.0 - 71.88.63.255,Charter Communications,1
91.220.229.0 - 91.220.229.254,Proline IT Ltd,1
195.10.120.16 - 195.10.120.31,Manx Telecom,1
108.61.188.0 - 108.61.189.255,"Vultr Holdings, LLC",1
141.94.95.0 - 141.94.95.255,Beyond Relationship Marketing GmbH,1
81.171.0.0 - 81.171.31.255,LeaseWeb Netherlands B.V.,2
84.33.64.0 - 84.33.191.255,EOLO S.p.A.,1
84.238.220.0 - 84.238.221.255,BG-MEDICOM,1
198.187.28.0 - 198.187.31.255,"Namecheap, Inc.",2
62.232.102.0 - 62.232.102.255,Daisy Communications,1
2.98.136.0 - 2.98.143.255,TalkTalk Communications Limited,1
104.122.192.0 - 104.122.207.255,"Akamai International, BV",4
46.245.75.0 - 46.245.75.255,Fax: +982191011200,1
203.232.186.0 - 203.232.186.255 (/24),KYUNGMIN,1
67.136.0.0 - 67.139.255.255,"Allstream Business US, LLC",3
92.123.32.0 - 92.123.47.255,Akamai Technologies,1
93.33.214.176 - 93.33.214.183,IVECO ORECCHIA public subnet,1
151.42.0.0 - 151.42.255.255,INFOSTRADA,1
89.25.34.0 - 89.25.34.255,"""NOVATEL"" EOOD",1
110.234.236.0 - 110.234.239.255,Naver Business Platform Naver & Line Service,1
37.251.160.0 - 37.251.175.255,xServers,1
218.236.33.0 - 218.236.33.255 (/24),DAEWON MEDIA CO. LTD,1
185.185.127.0 - 185.185.127.255,Nodisto,2
154.204.140.0 - 154.204.140.255,Fastmos Co Limited,1
204.52.128.0 - 204.52.131.255,University of Baltimore,1
41.60.232.0 - 41.60.239.255,Liquid Telecommunications Operations Limited,1
119.202.30.0 - 119.202.30.255 (/24),KT,1
211.227.242.0 - 211.227.242.255 (/24),Honamdaehakgyo,1
109.152.0.0 - 109.158.255.255,BT Public Internet Service,1
154.197.152.0 - 154.197.152.255,"Shenzhen Jizhan Technology Co., Ltd.",1
60.48.0.0 - 60.48.255.255,Telekom Malaysia Berhad,1
81.200.152.0 - 81.200.152.255,TimeWeb Ltd.,2
94.154.32.0 - 94.154.39.255,Individual entrepreneur Dyachenko Valentina Ivanovna,1
111.235.192.0 - 111.235.255.255,New Taipei City Taiwan 242,1
102.130.115.0 - 102.130.115.255,Hostafrica route object,1
37.247.114.0 - 37.247.114.255,MEDYABIM-AS ROUTE,1
69.27.96.0 - 69.27.127.255,VDC Virtual Data Corp.,2
168.151.192.0 - 168.151.221.255,"Intelligence Network, Inc.",3
154.83.27.0 - 154.83.27.255,ANT CLOUD TECHNOLOGY INC,1
65.240.0.0 - 65.253.255.255,Verizon Business,2
206.251.208.0 - 206.251.223.255,United Telephone Company,1
188.165.56.0 - 188.165.59.255,"Paris, France",1
109.169.45.192 - 109.169.45.223,Iomart Hosting Ltd,1
192.139.182.0 - 192.139.182.255,Unibase Telecom LTD.,1
220.74.115.0 - 220.74.115.255 (/24),Korea Telecom,1
2.34.0.0 - 2.35.255.255,route for VF DSL subscribers,1
38.54.0.0 - 38.54.127.255,Kaopu Cloud HK Limited,4
212.77.174.0 - 212.77.174.255,R-KOM Regensburger Telekommunikationsgesellschaft mbH & Co. KG,1
213.200.192.0 - 213.200.231.255,Provider Local Registry,1
37.187.96.0 - 37.187.127.255,OVH,1
85.106.0.0 - 85.106.47.255,TurkTelecom,1
182.61.0.0 - 182.61.255.255,Baidu,1
5.144.177.1 - 5.144.177.254,h4y,1
74.81.96.0 - 74.81.127.255,Zito Networks,1
212.72.64.0 - 212.72.95.255,BayCIX GmbH,1
218.54.249.0 - 218.54.249.255 (/24),SK Broadband Co Ltd,1
177.47.224.0/20,TEN INTERNET Ltda,1
78.132.128.0 - 78.132.223.255,"OJSC Rostelecom, Tambov branch",1
77.83.254.0 - 77.83.255.255,ORG-AIYUN-RIPE,1
121.180.86.0 - 121.180.86.255 (/24),Jeonnambonbujang,1
91.65.0.0 - 91.65.255.255,VFKD Route,1
84.33.57.0 - 84.33.57.255,Server24 Network by INCUBATEC GmbH - Srl Premium Hosting Service Provider,1
74.206.192.0 - 74.206.223.255,Move Networks,1
185.128.122.16 - 185.128.122.23,COM-IN,1
190.104.201.224/27,EDITORIAL PERFIL SA,1
185.119.56.0 - 185.119.59.255,TimeWeb Ltd.,1
189.85.95.64/27,MUTUA DE ASSISTENCIA DOS PROFISSIO DA ENG ARQ AGRO,1
162.217.112.0 - 162.217.115.255,"NetActuate, Inc",1
96.56.64.0 - 96.56.79.255,Static IP Services,1
45.184.52.0/22,CLACI FABER PARIZOTTO EIRELI - ME,1
178.249.25.3 - 178.249.25.3,DE-DSI,2
121.52.91.0 - 121.52.91.255,XL-AXIATA Tbk GSM,1
197.36.0.0 - 197.37.255.255,Telecom-Egypt-Data,1
62.221.250.0 - 62.221.250.255,Versio B.V.,1
93.189.63.0 - 93.189.63.255,Melbikomas UAB,1
103.167.137.0 - 103.167.137.255,"Jakarta Barat, Jakarta 11530",1
